,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos quinquenales de edad,Población de 15 años y más,Alfabetas :Total,Alfabetas :Hombres,Analfabetas :Mujeres,Analfabetas :Total,Analfabetas :Hombres,Analfabetas :Mujeres
2648,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,15 a 19 años,5621,5361,2594,2767,260,121,139
2649,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,20 a 24 años,4614,4290,1992,2298,324,102,222
2650,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,25 a 29 años,3787,3471,1670,1801,316,106,210
2651,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,30 a 34 años,2745,2463,1282,1181,282,95,187
2652,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,35 a 39 años,2555,2175,1112,1063,380,125,255
2653,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,40 a 44 años,2088,1734,900,834,354,109,245
2654,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,45 a 49 años,1767,1460,725,735,307,89,218
2655,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,50 a 54 años,1266,980,553,427,286,95,191
2656,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,55 a 59 años,971,775,443,332,196,69,127
2657,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,60 a 64 años,853,580,346,234,273,94,179
2658,Estados Unidos Mexicanos,27  Tabasco,10 000 a 14 999 hab.,65 y más años,1845,1091,628,463,754,273,481
2659,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,Total,18637,16495,8422,8073,2142,665,1477
2660,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,15 a 19 años,4077,3912,1957,1955,165,58,107
2661,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,20 a 24 años,3105,2925,1425,1500,180,52,128
2662,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,25 a 29 años,2453,2227,1062,1165,226,71,155
2663,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,30 a 34 años,1873,1714,835,879,159,45,114
2664,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,35 a 39 años,1671,1473,760,713,198,63,135
2665,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,40 a 44 años,1341,1141,620,521,200,56,144
2666,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,45 a 49 años,1114,928,498,430,186,68,118
2667,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,50 a 54 años,838,665,351,314,173,52,121
2668,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,55 a 59 años,622,516,297,219,106,39,67
2669,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,60 a 64 años,493,338,218,120,155,37,118
2670,Estados Unidos Mexicanos,27  Tabasco,15 000 a 19 999 hab.,65 y más años,1050,656,399,257,394,124,270
2671,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,Total,33797,30639,15481,15158,3158,1110,2048
2672,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,15 a 19 años,6878,6587,3126,3461,291,116,175
2673,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,20 a 24 años,6246,5877,2831,3046,369,141,228
2674,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,25 a 29 años,5075,4712,2266,2446,363,149,214
2675,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,30 a 34 años,3747,3483,1815,1668,264,98,166
2676,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,35 a 39 años,3151,2838,1472,1366,313,104,209
2677,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,40 a 44 años,2599,2315,1288,1027,284,96,188
2678,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,45 a 49 años,1877,1616,875,741,261,81,180
2679,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,50 a 54 años,1286,1082,632,450,204,73,131
2680,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,55 a 59 años,867,706,420,286,161,47,114
2681,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,60 a 64 años,659,513,284,229,146,47,99
2682,Estados Unidos Mexicanos,27  Tabasco,20 000 a 49 999 hab.,65 y más años,1412,910,472,438,502,158,344
2683,Estados Unidos Mexicanos,27  Tabasco,50 000 a 99 999 hab.,Total,0,0,0,0,0,0,0
2684,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,Total,98712,90795,44499,46296,7917,2509,5408
2685,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,15 a 19 años,19875,19298,8938,10360,577,209,368
2686,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,20 a 24 años,18024,17289,8167,9122,735,265,470
2687,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,25 a 29 años,14429,13768,6732,7036,661,243,418
2688,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,30 a 34 años,10482,9882,5128,4754,600,181,419
2689,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,35 a 39 años,8496,7808,3892,3916,688,221,467
2690,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,40 a 44 años,7101,6411,3251,3160,690,227,463
2691,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,45 a 49 años,5779,5097,2671,2426,682,216,466
2692,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,50 a 54 años,4233,3624,1863,1761,609,175,434
2693,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,55 a 59 años,2925,2466,1274,1192,459,129,330
2694,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,60 a 64 años,2181,1720,859,861,461,141,320
2695,Estados Unidos Mexicanos,27  Tabasco,100 000  y más hab.,65 y más años,5187,3432,1724,1708,1755,502,1253
2696,Estados Unidos Mexicanos,28  Tamaulipas,Total,Total,1119468,1010799,500726,510073,108669,43711,64958
2697,Estados Unidos Mexicanos,28  Tamaulipas,Total,15 a 19 años,225100,218364,107058,111306,6736,3389,3347
2698,Estados Unidos Mexicanos,28  Tamaulipas,Total,20 a 24 años,177528,170469,82098,88371,7059,3007,4052
2699,Estados Unidos Mexicanos,28  Tamaulipas,Total,25 a 29 años,133626,126357,60757,65600,7269,2967,4302
2700,Estados Unidos Mexicanos,28  Tamaulipas,Total,30 a 34 años,111646,103712,50555,53157,7934,3135,4799
2701,Estados Unidos Mexicanos,28  Tamaulipas,Total,35 a 39 años,99751,90141,44546,45595,9610,3721,5889
2702,Estados Unidos Mexicanos,28  Tamaulipas,Total,40 a 44 años,85733,75689,37999,37690,10044,3983,6061
2703,Estados Unidos Mexicanos,28  Tamaulipas,Total,45 a 49 años,72136,61977,31475,30502,10159,3948,6211
2704,Estados Unidos Mexicanos,28  Tamaulipas,Total,50 a 54 años,58785,49388,25618,23770,9397,3617,5780
2705,Estados Unidos Mexicanos,28  Tamaulipas,Total,55 a 59 años,46082,38005,19993,18012,8077,3274,4803
2706,Estados Unidos Mexicanos,28  Tamaulipas,Total,60 a 64 años,31391,24544,12665,11879,6847,2589,4258
2707,Estados Unidos Mexicanos,28  Tamaulipas,Total,65 y más años,77690,52153,27962,24191,25537,10081,15456
2708,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,Total,257674,213281,115947,97334,44393,20531,23862
2709,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,15 a 19 años,51128,47952,25137,22815,3176,1757,1419
2710,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,20 a 24 años,36705,33837,17671,16166,2868,1369,1499
2711,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,25 a 29 años,27396,24444,12543,11901,2952,1308,1644
2712,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,30 a 34 años,24435,21192,11193,9999,3243,1395,1848
2713,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,35 a 39 años,23677,19717,10454,9263,3960,1723,2237
2714,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,40 a 44 años,20824,16758,9232,7526,4066,1809,2257
2715,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,45 a 49 años,17761,13580,7718,5862,4181,1817,2364
2716,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,50 a 54 años,14312,10523,6185,4338,3789,1722,2067
2717,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,55 a 59 años,11675,8470,5102,3368,3205,1500,1705
2718,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,60 a 64 años,8037,5289,3101,2188,2748,1228,1520
2719,Estados Unidos Mexicanos,28  Tamaulipas,1 a 2 499 hab.,65 y más años,21724,11519,7611,3908,10205,4903,5302
2720,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,Total,32224,28207,14405,13802,4017,1756,2261
2721,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,15 a 19 años,6631,6384,3276,3108,247,124,123
2722,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,20 a 24 años,4404,4158,2031,2127,246,105,141
2723,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,25 a 29 años,3470,3210,1545,1665,260,111,149
2724,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,30 a 34 años,3142,2815,1357,1458,327,157,170
2725,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,35 a 39 años,3023,2612,1260,1352,411,150,261
2726,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,40 a 44 años,2671,2277,1188,1089,394,149,245
2727,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,45 a 49 años,2369,1945,1050,895,424,189,235
2728,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,50 a 54 años,1669,1385,779,606,284,126,158
2729,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,55 a 59 años,1323,1047,579,468,276,122,154
2730,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,60 a 64 años,945,701,362,339,244,99,145
2731,Estados Unidos Mexicanos,28  Tamaulipas,2 500 a 4 999 hab.,65 y más años,2577,1673,978,695,904,424,480
2732,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,Total,32898,29290,14763,14527,3608,1433,2175
2733,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,15 a 19 años,6605,6400,3159,3241,205,111,94
2734,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,20 a 24 años,4826,4618,2292,2326,208,82,126
2735,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,25 a 29 años,3699,3461,1706,1755,238,95,143
2736,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,30 a 34 años,3061,2824,1317,1507,237,100,137
2737,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,35 a 39 años,2970,2660,1345,1315,310,124,186
2738,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,40 a 44 años,2627,2298,1137,1161,329,117,212
2739,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,45 a 49 años,2223,1885,997,888,338,134,204
2740,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,50 a 54 años,1799,1493,834,659,306,114,192
2741,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,55 a 59 años,1394,1160,635,525,234,83,151
2742,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,60 a 64 años,991,759,397,362,232,85,147
2743,Estados Unidos Mexicanos,28  Tamaulipas,5 000 a 9 999 hab.,65 y más años,2703,1732,944,788,971,388,583
2744,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,Total,28193,25275,12457,12818,2918,1179,1739
2745,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,15 a 19 años,5558,5364,2631,2733,194,102,92
2746,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,20 a 24 años,4393,4220,1888,2332,173,60,113
2747,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,25 a 29 años,3257,3040,1480,1560,217,98,119
2748,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,30 a 34 años,2745,2548,1220,1328,197,71,126
2749,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,35 a 39 años,2675,2372,1154,1218,303,117,186
2750,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,40 a 44 años,2319,2022,1019,1003,297,121,176
2751,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,45 a 49 años,1863,1602,823,779,261,108,153
2752,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,50 a 54 años,1502,1235,654,581,267,99,168
2753,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,55 a 59 años,1114,888,502,386,226,93,133
2754,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,60 a 64 años,857,692,384,308,165,63,102
2755,Estados Unidos Mexicanos,28  Tamaulipas,10 000 a 14 999 hab.,65 y más años,1910,1292,702,590,618,247,371
2756,Estados Unidos Mexicanos,28  Tamaulipas,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
2757,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,Total,15820,14553,7170,7383,1267,472,795
2758,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,15 a 19 años,3281,3213,1584,1629,68,34,34
2759,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,20 a 24 años,2447,2389,1101,1288,58,22,36
2760,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,25 a 29 años,1810,1744,835,909,66,28,38
2761,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,30 a 34 años,1647,1581,755,826,66,21,45
2762,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,35 a 39 años,1453,1358,654,704,95,34,61
2763,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,40 a 44 años,1256,1138,554,584,118,51,67
2764,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,45 a 49 años,984,838,460,378,146,49,97
2765,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,50 a 54 años,822,703,362,341,119,34,85
2766,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,55 a 59 años,592,492,261,231,100,26,74
2767,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,60 a 64 años,448,361,194,167,87,36,51
2768,Estados Unidos Mexicanos,28  Tamaulipas,20 000 a 49 999 hab.,65 y más años,1080,736,410,326,344,137,207
2769,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,Total,72551,65427,32294,33133,7124,2717,4407
2770,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,15 a 19 años,15135,14774,7202,7572,361,167,194
2771,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,20 a 24 años,11675,11240,5348,5892,435,163,272
2772,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,25 a 29 años,8716,8239,3880,4359,477,176,301
2773,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,30 a 34 años,7347,6800,3281,3519,547,211,336
2774,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,35 a 39 años,6541,5847,2866,2981,694,251,443
2775,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,40 a 44 años,5584,4881,2421,2460,703,278,425
2776,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,45 a 49 años,4726,4031,2070,1961,695,257,438
2777,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,50 a 54 años,3672,2978,1563,1415,694,255,439
2778,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,55 a 59 años,2902,2340,1281,1059,562,231,331
2779,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,60 a 64 años,1919,1455,781,674,464,174,290
2780,Estados Unidos Mexicanos,28  Tamaulipas,50 000 a 99 999 hab.,65 y más años,4334,2842,1601,1241,1492,554,938
2781,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,Total,680108,634766,303690,331076,45342,15623,29719
2782,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,15 a 19 años,136762,134277,64069,70208,2485,1094,1391
2783,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,20 a 24 años,113078,110007,51767,58240,3071,1206,1865
2784,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,25 a 29 años,85278,82219,38768,43451,3059,1151,1908
2785,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,30 a 34 años,69269,65952,31432,34520,3317,1180,2137
2786,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,35 a 39 años,59412,55575,26813,28762,3837,1322,2515
2787,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,40 a 44 años,50452,46315,22448,23867,4137,1458,2679
2788,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,45 a 49 años,42210,38096,18357,19739,4114,1394,2720
2789,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,50 a 54 años,35009,31071,15241,15830,3938,1267,2671
2790,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,55 a 59 años,27082,23608,11633,11975,3474,1219,2255
2791,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,60 a 64 años,18194,15287,7446,7841,2907,904,2003
2792,Estados Unidos Mexicanos,28  Tamaulipas,100 000  y más hab.,65 y más años,43362,32359,15716,16643,11003,3428,7575
2793,Estados Unidos Mexicanos,29  Tlaxcala,Total,Total,306107,254752,133647,121105,51355,17966,33389
2794,Estados Unidos Mexicanos,29  Tlaxcala,Total,15 a 19 años,63319,60537,30477,30060,2782,1199,1583
2795,Estados Unidos Mexicanos,29  Tlaxcala,Total,20 a 24 años,47671,44418,21943,22475,3253,1281,1972
2796,Estados Unidos Mexicanos,29  Tlaxcala,Total,25 a 29 años,34859,31705,15845,15860,3154,1178,1976
2797,Estados Unidos Mexicanos,29  Tlaxcala,Total,30 a 34 años,28233,24671,12878,11793,3562,1271,2291
2798,Estados Unidos Mexicanos,29  Tlaxcala,Total,35 a 39 años,25675,21138,11002,10136,4537,1515,3022
2799,Estados Unidos Mexicanos,29  Tlaxcala,Total,40 a 44 años,21706,17069,9170,7899,4637,1506,3131
2800,Estados Unidos Mexicanos,29  Tlaxcala,Total,45 a 49 años,19506,14554,7959,6595,4952,1607,3345
2801,Estados Unidos Mexicanos,29  Tlaxcala,Total,50 a 54 años,15864,11209,6448,4761,4655,1531,3124
2802,Estados Unidos Mexicanos,29  Tlaxcala,Total,55 a 59 años,13621,9185,5401,3784,4436,1468,2968
2803,Estados Unidos Mexicanos,29  Tlaxcala,Total,60 a 64 años,9925,6237,3795,2442,3688,1218,2470
2804,Estados Unidos Mexicanos,29  Tlaxcala,Total,65 y más años,25728,14029,8729,5300,11699,4192,7507
2805,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,Total,127335,103549,56059,47490,23786,8718,15068
2806,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,15 a 19 años,26221,24873,12969,11904,1348,615,733
2807,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,20 a 24 años,19202,17648,9025,8623,1554,592,962
2808,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,25 a 29 años,13967,12456,6307,6149,1511,600,911
2809,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,30 a 34 años,11475,9808,5184,4624,1667,629,1038
2810,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,35 a 39 años,10550,8509,4553,3956,2041,734,1307
2811,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,40 a 44 años,9065,6973,3845,3128,2092,747,1345
2812,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,45 a 49 años,8309,6096,3400,2696,2213,778,1435
2813,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,50 a 54 años,6753,4612,2754,1858,2141,724,1417
2814,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,55 a 59 años,5942,3930,2405,1525,2012,694,1318
2815,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,60 a 64 años,4378,2684,1687,997,1694,591,1103
2816,Estados Unidos Mexicanos,29  Tlaxcala,1 a 2 499 hab.,65 y más años,11473,5960,3930,2030,5513,2014,3499
2817,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,Total,50635,43386,22271,21115,7249,2610,4639
2818,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,15 a 19 años,10854,10445,5035,5410,409,186,223
2819,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,20 a 24 años,7589,7177,3545,3632,412,179,233
2820,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,25 a 29 años,5361,4997,2460,2537,364,114,250
2821,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,30 a 34 años,4404,4014,2040,1974,390,136,254
2822,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,35 a 39 años,4177,3590,1816,1774,587,196,391
2823,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,40 a 44 años,3556,2932,1533,1399,624,215,409
2824,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,45 a 49 años,3149,2506,1345,1161,643,220,423
2825,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,50 a 54 años,2685,1998,1076,922,687,242,445
2826,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,55 a 59 años,2298,1666,955,711,632,213,419
2827,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,60 a 64 años,1720,1156,698,458,564,180,384
2828,Estados Unidos Mexicanos,29  Tlaxcala,2 500 a 4 999 hab.,65 y más años,4842,2905,1768,1137,1937,729,1208
2829,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,Total,39150,30538,16396,14142,8612,2866,5746
2830,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,15 a 19 años,7969,7519,3847,3672,450,179,271
2831,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,20 a 24 años,6085,5532,2719,2813,553,224,329
2832,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,25 a 29 años,4360,3832,1921,1911,528,193,335
2833,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,30 a 34 años,3514,2903,1570,1333,611,217,394
2834,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,35 a 39 años,3327,2592,1367,1225,735,216,519
2835,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,40 a 44 años,2840,2043,1160,883,797,206,591
2836,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,45 a 49 años,2576,1707,989,718,869,244,625
2837,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,50 a 54 años,2116,1301,809,492,815,270,545
2838,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,55 a 59 años,1853,1041,629,412,812,272,540
2839,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,60 a 64 años,1264,633,411,222,631,197,434
2840,Estados Unidos Mexicanos,29  Tlaxcala,5 000 a 9 999 hab.,65 y más años,3246,1435,974,461,1811,648,1163
2841,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,Total,14023,12313,6235,6078,1710,491,1219
2842,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,15 a 19 años,2815,2779,1346,1433,36,13,23
2843,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,20 a 24 años,2260,2196,1071,1125,64,21,43
2844,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,25 a 29 años,1740,1674,822,852,66,22,44
2845,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,30 a 34 años,1326,1210,621,589,116,30,86
2846,Estados Unidos Mexicanos,29  Tlaxcala,10 000 a 14 999 hab.,35 a 39 años,1211,1055,530,525,156,40,116
